#layer	date	x	y	size	intensity   comment	R	G	B
SB_HCR	2020-10-03	-176.625	66.375	2.25	9.78E-01	255	0	0
SB_HCR	2020-10-03	46.125	66.375	2.25	3.66E-01	255	0	0
SB_HCR	2020-10-03	52.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	61.875	66.375	2.25	5.56E-01	255	0	0
SB_HCR	2020-10-03	64.125	66.375	2.25	9.58E-01	255	0	0
SB_HCR	2020-10-03	68.625	66.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	73.125	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	75.375	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	77.625	66.375	2.25	2.78E-01	255	0	0
SB_HCR	2020-10-03	79.875	66.375	2.25	1.06E-01	255	0	0
SB_HCR	2020-10-03	111.375	66.375	2.25	9.94E-01	255	0	0
SB_HCR	2020-10-03	133.875	66.375	2.25	1.50E-01	255	0	0
SB_HCR	2020-10-03	-147.375	66.375	2.25	1.92E-01	255	0	0
SB_HCR	2020-10-03	138.375	66.375	2.25	2.26E-01	255	0	0
SB_HCR	2020-10-03	140.625	66.375	2.25	9.16E-01	255	0	0
SB_HCR	2020-10-03	142.875	66.375	2.25	3.30E-01	255	0	0
SB_HCR	2020-10-03	147.375	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	149.625	66.375	2.25	9.97E-01	255	0	0
SB_HCR	2020-10-03	-145.125	66.375	2.25	8.66E-01	255	0	0
SB_HCR	2020-10-03	160.875	66.375	2.25	9.93E-01	255	0	0
SB_HCR	2020-10-03	163.125	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-140.625	66.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-138.375	66.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-174.375	66.375	2.25	1.62E-01	255	0	0
SB_HCR	2020-10-03	-129.375	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-122.625	66.375	2.25	9.10E-01	255	0	0
SB_HCR	2020-10-03	-102.375	66.375	2.25	9.98E-01	255	0	0
SB_HCR	2020-10-03	-100.125	66.375	2.25	9.94E-01	255	0	0
SB_HCR	2020-10-03	-97.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-93.375	66.375	2.25	7.32E-01	255	0	0
SB_HCR	2020-10-03	-91.125	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-169.875	66.375	2.25	7.96E-01	255	0	0
SB_HCR	2020-10-03	-88.875	66.375	2.25	8.07E-01	255	0	0
SB_HCR	2020-10-03	-77.625	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-64.125	66.375	2.25	5.02E-01	255	0	0
SB_HCR	2020-10-03	-61.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-52.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-34.875	66.375	2.25	3.22E-01	255	0	0
SB_HCR	2020-10-03	-30.375	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-28.125	66.375	2.25	9.53E-01	255	0	0
SB_HCR	2020-10-03	-25.875	66.375	2.25	6.32E-01	255	0	0
SB_HCR	2020-10-03	-21.375	66.375	2.25	8.48E-01	255	0	0
SB_HCR	2020-10-03	-7.875	66.375	2.25	1.07E-01	255	0	0
SB_HCR	2020-10-03	-5.625	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-1.125	66.375	2.25	9.90E-01	255	0	0
SB_HCR	2020-10-03	16.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	19.125	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-158.625	66.375	2.25	1.36E-01	255	0	0
SB_HCR	2020-10-03	28.125	66.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	41.625	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	43.875	66.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-176.625	64.125	2.25	9.86E-01	255	0	0
SB_HCR	2020-10-03	46.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	48.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	50.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	52.875	64.125	2.25	9.75E-01	255	0	0
SB_HCR	2020-10-03	57.375	64.125	2.25	9.79E-01	255	0	0
SB_HCR	2020-10-03	59.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	66.375	64.125	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-154.125	64.125	2.25	7.31E-01	255	0	0
SB_HCR	2020-10-03	73.125	64.125	2.25	7.02E-01	255	0	0
SB_HCR	2020-10-03	93.375	64.125	2.25	4.17E-01	255	0	0
SB_HCR	2020-10-03	95.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	97.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	113.625	64.125	2.25	9.74E-01	255	0	0
SB_HCR	2020-10-03	120.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	122.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	127.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	129.375	64.125	2.25	8.74E-01	255	0	0
SB_HCR	2020-10-03	133.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	136.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	140.625	64.125	2.25	3.07E-01	255	0	0
SB_HCR	2020-10-03	142.875	64.125	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	147.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-145.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	178.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-142.875	64.125	2.25	9.98E-01	255	0	0
SB_HCR	2020-10-03	-174.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-131.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-129.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-127.125	64.125	2.25	8.72E-01	255	0	0
SB_HCR	2020-10-03	-102.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-100.125	64.125	2.25	4.95E-01	255	0	0
SB_HCR	2020-10-03	-97.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-95.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-93.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-79.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-75.375	64.125	2.25	5.23E-01	255	0	0
SB_HCR	2020-10-03	-50.625	64.125	2.25	9.64E-01	255	0	0
SB_HCR	2020-10-03	-37.125	64.125	2.25	7.51E-01	255	0	0
SB_HCR	2020-10-03	-34.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-32.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-30.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-28.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-25.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-3.375	64.125	2.25	4.04E-01	255	0	0
SB_HCR	2020-10-03	-1.125	64.125	2.25	9.84E-01	255	0	0
SB_HCR	2020-10-03	1.125	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	10.125	64.125	2.25	1.09E-01	255	0	0
SB_HCR	2020-10-03	12.375	64.125	2.25	9.78E-01	255	0	0
SB_HCR	2020-10-03	-158.625	64.125	2.25	6.27E-01	255	0	0
SB_HCR	2020-10-03	30.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	34.875	64.125	2.25	7.28E-01	255	0	0
SB_HCR	2020-10-03	39.375	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	41.625	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	43.875	64.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-156.375	61.875	2.25	1.00E-01	255	0	0
SB_HCR	2020-10-03	46.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	48.375	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	50.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	52.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	55.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	57.375	61.875	2.25	9.85E-01	255	0	0
SB_HCR	2020-10-03	61.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	70.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-151.875	61.875	2.25	5.25E-01	255	0	0
SB_HCR	2020-10-03	93.375	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	111.375	61.875	2.25	9.27E-01	255	0	0
SB_HCR	2020-10-03	113.625	61.875	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	115.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	118.125	61.875	2.25	9.48E-01	255	0	0
SB_HCR	2020-10-03	120.375	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	145.125	61.875	2.25	1.95E-01	255	0	0
SB_HCR	2020-10-03	158.625	61.875	2.25	5.35E-01	255	0	0
SB_HCR	2020-10-03	163.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	174.375	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	176.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	178.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-131.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-129.375	61.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-127.125	61.875	2.25	8.56E-01	255	0	0
SB_HCR	2020-10-03	-124.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-88.875	61.875	2.25	9.67E-01	255	0	0
SB_HCR	2020-10-03	-84.375	61.875	2.25	9.58E-01	255	0	0
SB_HCR	2020-10-03	-77.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-75.375	61.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-50.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-48.375	61.875	2.25	8.84E-01	255	0	0
SB_HCR	2020-10-03	-43.875	61.875	2.25	9.92E-01	255	0	0
SB_HCR	2020-10-03	-39.375	61.875	2.25	2.29E-01	255	0	0
SB_HCR	2020-10-03	-37.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-34.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-21.375	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-19.125	61.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-16.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-160.875	61.875	2.25	2.30E-01	255	0	0
SB_HCR	2020-10-03	1.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	7.875	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	10.125	61.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	12.375	61.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	14.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	16.875	61.875	2.25	9.88E-01	255	0	0
SB_HCR	2020-10-03	-158.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	37.125	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	41.625	61.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	46.125	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	48.375	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	50.625	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	52.875	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	57.375	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	59.625	59.625	2.25	3.24E-01	255	0	0
SB_HCR	2020-10-03	61.875	59.625	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	64.125	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	68.625	59.625	2.25	2.48E-01	255	0	0
SB_HCR	2020-10-03	77.625	59.625	2.25	8.79E-01	255	0	0
SB_HCR	2020-10-03	86.625	59.625	2.25	9.95E-01	255	0	0
SB_HCR	2020-10-03	127.125	59.625	2.25	1.34E-01	255	0	0
SB_HCR	2020-10-03	-147.375	59.625	2.25	4.29E-01	255	0	0
SB_HCR	2020-10-03	142.875	59.625	2.25	9.60E-01	255	0	0
SB_HCR	2020-10-03	158.625	59.625	2.25	9.76E-01	255	0	0
SB_HCR	2020-10-03	163.125	59.625	2.25	9.88E-01	255	0	0
SB_HCR	2020-10-03	165.375	59.625	2.25	3.04E-01	255	0	0
SB_HCR	2020-10-03	174.375	59.625	2.25	7.11E-01	255	0	0
SB_HCR	2020-10-03	178.875	59.625	2.25	9.97E-01	255	0	0
SB_HCR	2020-10-03	-142.875	59.625	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	-140.625	59.625	2.25	3.13E-01	255	0	0
SB_HCR	2020-10-03	-133.875	59.625	2.25	9.89E-01	255	0	0
SB_HCR	2020-10-03	-88.875	59.625	2.25	5.01E-01	255	0	0
SB_HCR	2020-10-03	-86.625	59.625	2.25	1.66E-01	255	0	0
SB_HCR	2020-10-03	-84.375	59.625	2.25	3.19E-01	255	0	0
SB_HCR	2020-10-03	-77.625	59.625	2.25	1.02E-01	255	0	0
SB_HCR	2020-10-03	-64.125	59.625	2.25	1.62E-01	255	0	0
SB_HCR	2020-10-03	-46.125	59.625	2.25	8.23E-01	255	0	0
SB_HCR	2020-10-03	-43.875	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-41.625	59.625	2.25	6.15E-01	255	0	0
SB_HCR	2020-10-03	-39.375	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-37.125	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-34.875	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-32.625	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-30.375	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-28.125	59.625	2.25	9.69E-01	255	0	0
SB_HCR	2020-10-03	-12.375	59.625	2.25	6.87E-01	255	0	0
SB_HCR	2020-10-03	1.125	59.625	2.25	1.57E-01	255	0	0
SB_HCR	2020-10-03	5.625	59.625	2.25	4.78E-01	255	0	0
SB_HCR	2020-10-03	7.875	59.625	2.25	5.83E-01	255	0	0
SB_HCR	2020-10-03	14.625	59.625	2.25	5.81E-01	255	0	0
SB_HCR	2020-10-03	16.875	59.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	23.625	59.625	2.25	9.33E-01	255	0	0
SB_HCR	2020-10-03	-156.375	57.375	2.25	2.86E-01	255	0	0
SB_HCR	2020-10-03	50.625	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	52.875	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	55.125	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	57.375	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	59.625	57.375	2.25	9.95E-01	255	0	0
SB_HCR	2020-10-03	66.375	57.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	68.625	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	70.875	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	73.125	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	75.375	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	77.625	57.375	2.25	1.82E-01	255	0	0
SB_HCR	2020-10-03	102.375	57.375	2.25	8.21E-01	255	0	0
SB_HCR	2020-10-03	124.875	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	127.125	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	147.375	57.375	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	149.625	57.375	2.25	6.05E-01	255	0	0
SB_HCR	2020-10-03	151.875	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	158.625	57.375	2.25	9.74E-01	255	0	0
SB_HCR	2020-10-03	160.875	57.375	2.25	5.45E-01	255	0	0
SB_HCR	2020-10-03	-133.875	57.375	2.25	2.78E-01	255	0	0
SB_HCR	2020-10-03	-109.125	57.375	2.25	6.09E-01	255	0	0
SB_HCR	2020-10-03	-169.875	57.375	2.25	8.44E-01	255	0	0
SB_HCR	2020-10-03	-88.875	57.375	2.25	9.64E-01	255	0	0
SB_HCR	2020-10-03	-167.625	57.375	2.25	8.76E-01	255	0	0
SB_HCR	2020-10-03	-50.625	57.375	2.25	9.76E-01	255	0	0
SB_HCR	2020-10-03	-39.375	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-37.125	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-34.875	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-32.625	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-30.375	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-28.125	57.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-25.875	57.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-19.125	57.375	2.25	9.93E-01	255	0	0
SB_HCR	2020-10-03	-14.625	57.375	2.25	9.65E-01	255	0	0
SB_HCR	2020-10-03	14.625	57.375	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	30.375	57.375	2.25	9.94E-01	255	0	0
SB_HCR	2020-10-03	-176.625	55.125	2.25	2.75E-01	255	0	0
SB_HCR	2020-10-03	57.375	55.125	2.25	4.47E-01	255	0	0
SB_HCR	2020-10-03	59.625	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	61.875	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	64.125	55.125	2.25	9.40E-01	255	0	0
SB_HCR	2020-10-03	66.375	55.125	2.25	9.83E-01	255	0	0
SB_HCR	2020-10-03	68.625	55.125	2.25	9.71E-01	255	0	0
SB_HCR	2020-10-03	70.875	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	82.125	55.125	2.25	9.95E-01	255	0	0
SB_HCR	2020-10-03	95.625	55.125	2.25	2.93E-01	255	0	0
SB_HCR	2020-10-03	97.875	55.125	2.25	9.63E-01	255	0	0
SB_HCR	2020-10-03	100.125	55.125	2.25	8.83E-01	255	0	0
SB_HCR	2020-10-03	102.375	55.125	2.25	9.76E-01	255	0	0
SB_HCR	2020-10-03	104.625	55.125	2.25	1.58E-01	255	0	0
SB_HCR	2020-10-03	149.625	55.125	2.25	3.70E-01	255	0	0
SB_HCR	2020-10-03	151.875	55.125	2.25	9.94E-01	255	0	0
SB_HCR	2020-10-03	154.125	55.125	2.25	2.02E-01	255	0	0
SB_HCR	2020-10-03	-145.125	55.125	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	-131.625	55.125	2.25	3.78E-01	255	0	0
SB_HCR	2020-10-03	-120.375	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-104.625	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-95.625	55.125	2.25	9.73E-01	255	0	0
SB_HCR	2020-10-03	-93.375	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-82.125	55.125	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	-52.875	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-30.375	55.125	2.25	6.03E-01	255	0	0
SB_HCR	2020-10-03	-25.875	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-23.625	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-21.375	55.125	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-178.875	52.875	2.25	3.05E-01	255	0	0
SB_HCR	2020-10-03	57.375	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	73.125	52.875	2.25	9.91E-01	255	0	0
SB_HCR	2020-10-03	88.875	52.875	2.25	9.78E-01	255	0	0
SB_HCR	2020-10-03	100.125	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	102.375	52.875	2.25	9.80E-01	255	0	0
SB_HCR	2020-10-03	104.625	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	113.625	52.875	2.25	9.39E-01	255	0	0
SB_HCR	2020-10-03	154.125	52.875	2.25	9.58E-01	255	0	0
SB_HCR	2020-10-03	169.875	52.875	2.25	9.21E-01	255	0	0
SB_HCR	2020-10-03	178.875	52.875	2.25	4.26E-01	255	0	0
SB_HCR	2020-10-03	-174.375	52.875	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	-124.875	52.875	2.25	6.29E-01	255	0	0
SB_HCR	2020-10-03	-118.125	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-102.375	52.875	2.25	5.43E-01	255	0	0
SB_HCR	2020-10-03	-95.625	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-93.375	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-91.125	52.875	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	-77.625	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-68.625	52.875	2.25	9.27E-01	255	0	0
SB_HCR	2020-10-03	-57.375	52.875	2.25	9.30E-01	255	0	0
SB_HCR	2020-10-03	-165.375	52.875	2.25	9.87E-01	255	0	0
SB_HCR	2020-10-03	-21.375	52.875	2.25	5.65E-01	255	0	0
SB_HCR	2020-10-03	-19.125	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-14.625	52.875	2.25	1.82E-01	255	0	0
SB_HCR	2020-10-03	10.125	52.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	12.375	52.875	2.25	1.69E-01	255	0	0
SB_HCR	2020-10-03	16.875	52.875	2.25	9.99E-01	255	0	0
SB_HCR	2020-10-03	19.125	52.875	2.25	2.08E-01	255	0	0
SB_HCR	2020-10-03	23.625	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	25.875	52.875	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	32.625	52.875	2.25	1.71E-01	255	0	0
SB_HCR	2020-10-03	68.625	50.625	2.25	6.76E-01	255	0	0
SB_HCR	2020-10-03	70.875	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	73.125	50.625	2.25	8.54E-01	255	0	0
SB_HCR	2020-10-03	84.375	50.625	2.25	9.60E-01	255	0	0
SB_HCR	2020-10-03	86.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	88.875	50.625	2.25	8.27E-01	255	0	0
SB_HCR	2020-10-03	104.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	118.125	50.625	2.25	1.10E-01	255	0	0
SB_HCR	2020-10-03	120.375	50.625	2.25	3.32E-01	255	0	0
SB_HCR	2020-10-03	122.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	156.375	50.625	2.25	9.96E-01	255	0	0
SB_HCR	2020-10-03	158.625	50.625	2.25	8.90E-01	255	0	0
SB_HCR	2020-10-03	160.875	50.625	2.25	9.98E-01	255	0	0
SB_HCR	2020-10-03	163.125	50.625	2.25	9.98E-01	255	0	0
SB_HCR	2020-10-03	172.125	50.625	2.25	7.87E-01	255	0	0
SB_HCR	2020-10-03	174.375	50.625	2.25	6.35E-01	255	0	0
SB_HCR	2020-10-03	-127.125	50.625	2.25	5.25E-01	255	0	0
SB_HCR	2020-10-03	-104.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-102.375	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-100.125	50.625	2.25	9.46E-01	255	0	0
SB_HCR	2020-10-03	-97.875	50.625	2.25	7.50E-01	255	0	0
SB_HCR	2020-10-03	-95.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-79.875	50.625	2.25	2.55E-01	255	0	0
SB_HCR	2020-10-03	-77.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-75.375	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-73.125	50.625	2.25	9.93E-01	255	0	0
SB_HCR	2020-10-03	-70.875	50.625	2.25	4.05E-01	255	0	0
SB_HCR	2020-10-03	-61.875	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-52.875	50.625	2.25	9.42E-01	255	0	0
SB_HCR	2020-10-03	-32.625	50.625	2.25	2.29E-01	255	0	0
SB_HCR	2020-10-03	-28.125	50.625	2.25	1.40E-01	255	0	0
SB_HCR	2020-10-03	-25.875	50.625	2.25	3.45E-01	255	0	0
SB_HCR	2020-10-03	-23.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-12.375	50.625	2.25	7.41E-01	255	0	0
SB_HCR	2020-10-03	-7.875	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	28.125	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	30.375	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	32.625	50.625	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-178.875	48.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	66.375	48.375	2.25	1.05E-01	255	0	0
SB_HCR	2020-10-03	88.875	48.375	2.25	3.27E-01	255	0	0
SB_HCR	2020-10-03	93.375	48.375	2.25	9.74E-01	255	0	0
SB_HCR	2020-10-03	102.375	48.375	2.25	9.14E-01	255	0	0
SB_HCR	2020-10-03	104.625	48.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	109.125	48.375	2.25	2.77E-01	255	0	0
SB_HCR	2020-10-03	113.625	48.375	2.25	9.97E-01	255	0	0
SB_HCR	2020-10-03	118.125	48.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	129.375	48.375	2.25	9.98E-01	255	0	0
SB_HCR	2020-10-03	133.875	48.375	2.25	7.33E-01	255	0	0
SB_HCR	2020-10-03	136.125	48.375	2.25	8.31E-01	255	0	0
SB_HCR	2020-10-03	138.375	48.375	2.25	8.35E-01	255	0	0
SB_HCR	2020-10-03	-145.125	48.375	2.25	4.49E-01	255	0	0
SB_HCR	2020-10-03	163.125	48.375	2.25	9.51E-01	255	0	0
SB_HCR	2020-10-03	165.375	48.375	2.25	7.38E-01	255	0	0
SB_HCR	2020-10-03	-140.625	48.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-138.375	48.375	2.25	1.64E-01	255	0	0
SB_HCR	2020-10-03	-102.375	48.375	2.25	1.00E+00	255	0	0
SB_HCR	2020-10-03	-100.125	48.375	2.25	9.40E-01	255	0	0
